authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
Y,C_ID_08a8702de2,69,N,0,A,87,M_ID_f1de211ecb,2,-0.52301277,2018-04-06 20:32:28,1.0,9,27
Y,C_ID_08a8702de2,69,N,0,A,80,M_ID_424535a472,2,-0.72737333,2018-04-21 12:38:57,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,683,M_ID_70fd4cb62b,1,-0.74255011,2018-03-10 16:03:13,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,683,M_ID_cccf9dfae4,1,-0.74014587,2018-03-20 20:36:08,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,531,M_ID_d13262f4b0,2,-0.62672575,2018-04-13 16:16:03,1.0,9,27
Y,C_ID_08a8702de2,69,N,0,A,278,M_ID_50a1eaf9cb,1,-0.69445024,2018-03-24 14:00:10,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,307,M_ID_620909e2a7,2,-0.72887598,2018-04-29 05:53:22,1.0,9,19
Y,C_ID_08a8702de2,69,N,0,A,506,M_ID_118e4de4c0,2,-0.61798032,2018-04-21 12:30:33,1.0,9,30
Y,C_ID_08a8702de2,69,N,0,A,560,M_ID_f7f0e4fb5e,1,-0.72708783,2018-03-16 10:12:55,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,683,M_ID_2fdd1f2e24,2,-0.72436803,2018-04-16 21:21:26,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,130,M_ID_10d7b7350f,1,-0.70556986,2018-03-24 08:01:44,1.0,9,41
Y,C_ID_08a8702de2,69,N,0,A,68,M_ID_afb69a95a7,2,-0.58176643,2018-04-18 21:41:42,1.0,9,27
Y,C_ID_08a8702de2,69,N,0,A,605,M_ID_8e41d91471,1,-0.52752072,2018-03-09 06:35:32,1.0,9,2
Y,C_ID_08a8702de2,69,N,0,A,195,M_ID_49b80288be,1,-0.73906396,2018-03-10 13:46:14,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,80,M_ID_f5d0b686a0,1,-0.71945436,2018-03-20 17:15:13,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,422,M_ID_450b1e90a4,1,-0.53683716,2018-03-06 20:11:34,1.0,9,27
Y,C_ID_08a8702de2,69,N,0,A,690,M_ID_981fe24744,2,-0.59679294,2018-04-19 21:37:27,1.0,9,1
Y,C_ID_08a8702de2,69,N,0,A,462,M_ID_61be4c0473,2,-0.73037863,2018-04-23 11:01:47,1.0,9,31
Y,C_ID_08a8702de2,69,N,0,A,289,M_ID_8f9952a1a9,1,-0.53655166,2018-03-06 10:08:08,1.0,9,27
Y,C_ID_08a8702de2,69,N,0,A,80,M_ID_5518af06f8,1,-0.72737333,2018-03-06 09:51:32,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,195,M_ID_f8ff2ae0cb,2,-0.72738836,2018-04-19 21:34:55,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,80,M_ID_928e49cef9,2,-0.74164852,2018-04-10 07:00:16,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,80,M_ID_f1ab535812,2,-0.70875548,2018-04-08 17:32:35,1.0,9,37
Y,C_ID_08a8702de2,69,N,0,A,157,M_ID_5cd20cf2cd,2,-0.59664268,2018-04-05 06:23:37,1.0,9,29
Y,C_ID_08a8702de2,69,N,0,A,560,M_ID_e0e9805c79,1,-0.72947704,2018-03-24 14:30:39,1.0,9,34
Y,C_ID_08a8702de2,69,N,0,A,278,M_ID_7d7e1c8428,1,-0.72935683,2018-03-19 13:17:07,1.0,9,37
Y,C_ID_d401e07279,347,N,1,B,683,M_ID_40b17857da,2,-0.6913097,2018-03-11 22:16:18,5.0,20,34
Y,C_ID_d401e07279,347,N,1,B,307,M_ID_1355bfd2fd,2,-0.66576463,2018-03-25 09:44:37,5.0,20,19
Y,C_ID_d401e07279,347,N,1,B,63,M_ID_471e8834b1,1,-0.72737333,2018-02-27 10:26:51,5.0,20,27
Y,C_ID_d401e07279,347,N,1,B,422,M_ID_5f7c523158,2,-0.5620817,2018-03-19 15:56:35,5.0,20,27
Y,C_ID_d401e07279,143,N,1,B,506,M_ID_a9d91682ad,2,-0.58777704,2018-03-21 10:21:43,5.0,5,30
Y,C_ID_d401e07279,347,N,1,B,369,M_ID_35b79a2a6c,2,-0.59814533,2018-03-03 11:28:58,5.0,20,27
Y,C_ID_d401e07279,347,N,1,B,63,M_ID_4123aab758,2,-0.55156314,2018-03-19 13:26:50,5.0,20,27
Y,C_ID_d401e07279,347,N,1,B,422,M_ID_d763e2a16a,2,-0.59814533,2018-03-19 12:41:18,5.0,20,27
Y,C_ID_d401e07279,347,N,1,B,274,M_ID_7e38c283c9,2,-0.694315,2018-03-21 07:36:29,5.0,20,36
Y,C_ID_d401e07279,347,N,1,B,367,M_ID_658085b458,1,-0.66125668,2018-02-06 13:10:06,5.0,20,16
Y,C_ID_d401e07279,69,N,1,B,879,M_ID_00a6ca8a8a,1,-0.70182826,2018-02-05 15:24:17,1.0,9,29
Y,C_ID_552bfb98c0,19,N,0,A,840,M_ID_a0bec1c066,1,-0.31564691,2018-03-16 12:47:03,1.0,9,20
Y,C_ID_552bfb98c0,83,N,0,A,278,M_ID_6d128add77,1,-0.61362264,2018-03-04 14:45:46,1.0,9,37
Y,C_ID_552bfb98c0,139,N,0,A,117,M_ID_a008a3301e,2,-0.53653663,2018-04-06 06:30:28,1.0,9,2
Y,C_ID_552bfb98c0,19,N,0,A,705,M_ID_3dc6b8ebf7,1,-0.47673111,2018-03-31 14:31:46,1.0,9,33
Y,C_ID_552bfb98c0,69,N,0,A,606,M_ID_cd2c0b07e9,2,-0.59664268,2018-04-13 14:35:37,1.0,9,17
Y,C_ID_552bfb98c0,83,N,0,A,307,M_ID_ec1003ed6f,2,-0.59664268,2018-04-30 08:20:31,1.0,9,19
Y,C_ID_552bfb98c0,19,N,0,A,690,M_ID_bf50ff6c63,1,0.04590599,2018-03-31 18:34:39,1.0,9,1
Y,C_ID_552bfb98c0,83,N,0,A,117,M_ID_3f3e1d4068,1,-0.59514003,2018-03-20 07:56:40,1.0,9,2
Y,C_ID_552bfb98c0,19,N,0,A,367,M_ID_dfcf66c65e,2,-0.5560711,2018-04-23 15:15:14,1.0,9,16
Y,C_ID_552bfb98c0,69,N,0,A,409,M_ID_24b1330960,2,0.00441779,2018-04-13 09:41:58,1.0,9,29
Y,C_ID_b860662dd6,69,N,1,B,278,M_ID_f86439cec0,1,-0.68896557,2017-04-27 13:08:41,1.0,9,37
Y,C_ID_b860662dd6,117,N,1,B,278,M_ID_cbf911cbb0,1,-0.69641872,2017-04-24 15:01:28,4.0,13,37
Y,C_ID_b860662dd6,203,N,1,B,560,M_ID_71750a2480,2,-0.73368446,2017-05-15 17:42:16,4.0,13,34
Y,C_ID_b860662dd6,69,N,1,B,885,M_ID_ea7f041d3f,1,-0.43851869,2017-04-24 22:35:17,1.0,9,12
Y,C_ID_b860662dd6,69,N,1,B,278,M_ID_07a881eda8,1,-0.62537337,2017-04-25 11:50:17,1.0,9,37
Y,C_ID_b860662dd6,203,N,1,B,557,M_ID_9ce5749b27,2,-0.048175,2017-05-21 11:26:29,4.0,13,29
Y,C_ID_b860662dd6,222,N,1,B,278,M_ID_35f1074fd1,2,-0.59664268,2017-05-13 19:58:04,4.0,13,37
Y,C_ID_b860662dd6,69,N,1,B,414,M_ID_e647b91a5d,1,-0.73638924,2017-04-29 15:01:37,1.0,9,29
Y,C_ID_b860662dd6,203,N,1,B,854,M_ID_e3b91751a3,2,-0.66426198,2017-05-30 13:35:01,4.0,13,23
Y,C_ID_b860662dd6,277,N,1,B,771,M_ID_1343c063a4,1,-0.53503398,2017-04-24 11:54:03,4.0,13,31
Y,C_ID_b860662dd6,69,N,1,B,462,M_ID_61be4c0473,1,-0.68229379,2017-04-24 22:26:41,1.0,9,31
Y,C_ID_b860662dd6,280,N,1,B,536,M_ID_b096f6e2df,1,-0.67478054,2017-04-30 12:14:50,3.0,1,31
Y,C_ID_b860662dd6,69,N,1,B,80,M_ID_c03b62d83d,1,-0.68710228,2017-04-25 20:32:10,1.0,9,37
Y,C_ID_b860662dd6,69,N,1,B,879,M_ID_00a6ca8a8a,2,-0.70483356,2017-05-16 10:40:48,1.0,9,29
Y,C_ID_b860662dd6,277,N,1,B,771,M_ID_b551b86021,1,-0.5839002,2017-04-30 12:32:24,4.0,13,31
Y,C_ID_2df81bb480,69,N,0,A,705,M_ID_b5b80addf5,1,-0.55736338,2018-03-07 19:04:07,1.0,9,33
Y,C_ID_2df81bb480,69,N,0,A,80,M_ID_4a8766672a,1,-0.69115944,2018-03-03 12:54:23,1.0,9,37
Y,C_ID_2df81bb480,48,N,0,A,80,M_ID_fa723f157b,2,-0.65374342,2018-04-26 10:56:35,1.0,9,37
Y,C_ID_2df81bb480,129,N,0,A,307,M_ID_101e4ac56f,2,-0.58726613,2018-04-27 14:08:05,1.0,9,19
Y,C_ID_2df81bb480,48,N,0,A,437,M_ID_31221c9f3d,2,-0.46564155,2018-04-15 10:27:26,1.0,9,15
Y,C_ID_2df81bb480,69,N,0,A,422,M_ID_5e7e1e9516,1,-0.5966577,2018-03-29 17:05:44,1.0,9,27
Y,C_ID_2df81bb480,69,N,0,A,560,M_ID_b00c9c6a25,1,-0.66321012,2018-03-24 11:00:39,1.0,9,34
Y,C_ID_2df81bb480,265,N,0,A,278,M_ID_1735811a1d,2,-0.72436803,2018-04-08 15:19:11,1.0,9,37
Y,C_ID_2df81bb480,291,N,0,A,489,M_ID_02c72557aa,1,-0.70032561,2018-03-28 13:34:23,1.0,9,16
Y,C_ID_2df81bb480,48,N,0,A,80,M_ID_1f8b210e9a,1,-0.65015209,2018-03-03 18:57:54,1.0,9,37
Y,C_ID_2df81bb480,291,N,0,A,705,M_ID_a338b1e279,2,-0.73194139,2018-04-09 12:40:29,1.0,9,33
Y,C_ID_2df81bb480,48,N,0,A,511,M_ID_98b3e815e9,1,-0.66726728,2018-03-14 12:59:46,1.0,9,7
Y,C_ID_2df81bb480,115,N,0,A,307,M_ID_3f77525e3f,2,-0.64172221,2018-04-10 11:31:11,1.0,9,19
Y,C_ID_2df81bb480,48,N,0,A,278,M_ID_2404350114,1,-0.57755901,2018-03-08 20:12:36,1.0,9,37
Y,C_ID_2df81bb480,69,N,0,A,560,M_ID_b9128a0b25,1,-0.72812466,2018-03-16 11:36:56,1.0,9,34
Y,C_ID_2df81bb480,48,N,0,A,544,M_ID_0cb30749d9,2,-0.69111436,2018-04-16 17:14:01,1.0,9,29
Y,C_ID_2df81bb480,69,N,0,A,309,M_ID_59764e8cb1,2,-0.72830497,2018-04-22 15:20:00,1.0,9,21
Y,C_ID_2df81bb480,297,N,0,A,80,M_ID_f84b45f427,2,-0.68612556,2018-04-28 10:53:10,1.0,9,37
Y,C_ID_2df81bb480,69,N,0,A,544,M_ID_7306a369ea,2,-0.70336096,2018-04-16 13:36:56,1.0,9,29
Y,C_ID_2df81bb480,276,N,0,A,414,M_ID_6561ae76bb,1,-0.65677878,2018-03-25 12:47:24,1.0,9,29
Y,C_ID_2df81bb480,19,N,0,A,307,M_ID_ea2c27117c,2,-0.63218038,2018-04-08 12:55:27,1.0,9,19
Y,C_ID_2df81bb480,48,N,0,A,506,M_ID_a7a102919f,2,-0.70035566,2018-04-19 12:12:26,1.0,9,30
Y,C_ID_2df81bb480,48,N,0,A,544,M_ID_c251cac600,1,-0.53740817,2018-03-01 16:17:02,1.0,9,29
Y,C_ID_2df81bb480,265,N,0,A,278,M_ID_1b19bc8aa6,2,-0.71986007,2018-04-06 15:06:59,1.0,9,37
Y,C_ID_2df81bb480,69,N,0,A,80,M_ID_3da228a25e,2,-0.70889072,2018-04-22 14:35:38,1.0,9,37
Y,C_ID_2df81bb480,69,N,0,A,278,M_ID_14a0bbf66a,2,-0.69252685,2018-04-16 12:59:13,1.0,9,37
Y,C_ID_2df81bb480,143,N,0,A,506,M_ID_a9d91682ad,1,-0.65689899,2018-03-29 21:26:00,5.0,5,30
Y,C_ID_2df81bb480,69,N,0,A,278,M_ID_f86439cec0,1,-0.64352539,2018-03-17 20:11:14,1.0,9,37
Y,C_ID_2df81bb480,48,N,0,A,80,M_ID_7ce46602a4,2,-0.67285715,2018-04-04 16:44:54,1.0,9,37
Y,C_ID_2df81bb480,48,N,0,A,705,M_ID_8ecb0ef54f,1,-0.68003982,2018-03-23 19:59:34,1.0,9,33
Y,C_ID_2df81bb480,143,N,0,A,703,M_ID_051581ef6a,2,-0.54404989,2018-04-19 19:25:58,5.0,5,29
Y,C_ID_9a93d702e9,302,N,-1,,560,M_ID_ff9ddc4bff,1,-0.39515218,2018-03-20 06:48:48,3.0,7,34
Y,C_ID_9a93d702e9,25,N,1,B,690,M_ID_53001a9a6e,2,-0.6719255,2018-04-14 13:32:26,3.0,7,1
Y,C_ID_9a93d702e9,25,N,1,B,299,,2,-0.66426198,2018-04-14 11:33:15,3.0,7,41
Y,C_ID_9a93d702e9,-1,Y,12,C,56,M_ID_309ad8356d,2,-0.35399456,2018-04-23 20:07:24,,-1,17
Y,C_ID_9a93d702e9,25,N,2,C,274,M_ID_de0bf5576c,2,0.03597347,2018-04-13 14:50:35,3.0,7,36
Y,C_ID_9a93d702e9,25,N,-1,,793,M_ID_48764722f5,1,-0.14885263,2018-03-16 11:40:15,3.0,7,38
Y,C_ID_9a93d702e9,25,N,-1,,506,M_ID_81981bad4a,2,-0.59694321,2018-04-26 08:51:54,3.0,7,30
Y,C_ID_9a93d702e9,302,N,1,B,690,M_ID_57c9345ebb,2,-0.67485567,2018-04-24 10:23:21,3.0,7,1
Y,C_ID_282f03b184,21,N,0,A,703,M_ID_cce8ed3079,1,-0.69882296,2017-06-13 11:34:17,1.0,9,29
Y,C_ID_282f03b184,21,N,0,A,557,M_ID_f014024f77,1,-0.64526847,2017-06-13 12:38:09,1.0,9,29
Y,C_ID_282f03b184,21,N,0,A,45,M_ID_1a89cf8032,2,-0.51850482,2017-07-31 14:44:47,1.0,9,18
Y,C_ID_282f03b184,213,N,0,A,813,M_ID_17224353bb,2,-0.70934152,2017-07-02 15:13:01,1.0,9,29
Y,C_ID_282f03b184,69,N,0,A,879,M_ID_00a6ca8a8a,2,-0.63120365,2017-07-02 14:43:01,1.0,9,29
Y,C_ID_282f03b184,21,N,0,A,557,M_ID_59cb47f029,2,-0.69581766,2017-07-09 11:33:52,1.0,9,29
Y,C_ID_282f03b184,21,N,0,A,560,M_ID_854fa18927,1,-0.64337513,2017-06-12 17:02:51,1.0,9,34
Y,C_ID_282f03b184,21,N,0,A,45,M_ID_48fc2e97ac,2,-0.65524607,2017-07-03 13:48:27,1.0,9,18
Y,C_ID_282f03b184,21,N,0,A,367,M_ID_e525ea3fdb,2,-0.67870246,2017-07-08 13:40:40,1.0,9,16
Y,C_ID_282f03b184,21,N,0,A,422,M_ID_f144263c23,1,-0.65676375,2017-06-10 11:46:35,1.0,9,27
Y,C_ID_c0b7d4ee31,48,N,1,B,299,M_ID_bde5e28b16,1,-0.67928849,2018-03-03 14:23:24,1.0,9,41
Y,C_ID_c0b7d4ee31,69,N,1,B,606,M_ID_cd2c0b07e9,2,-0.65569687,2018-04-06 20:33:30,1.0,9,17
Y,C_ID_c0b7d4ee31,48,N,1,B,422,M_ID_bedc164560,1,-0.68681677,2018-03-03 10:48:23,1.0,9,27
Y,C_ID_c0b7d4ee31,69,N,1,B,705,M_ID_b5b80addf5,1,-0.73691516,2018-03-21 17:54:54,1.0,9,33
Y,C_ID_c0b7d4ee31,231,N,1,B,273,M_ID_4491a785e5,2,-0.70184329,2018-04-25 16:19:40,1.0,9,20
Y,C_ID_c0b7d4ee31,69,N,1,B,755,M_ID_445742726b,2,-0.72436803,2018-04-10 17:07:49,1.0,9,8
Y,C_ID_c0b7d4ee31,-1,Y,2,C,550,M_ID_09d7a200d1,2,-0.46534102,2018-04-21 13:17:52,,-1,3
Y,C_ID_c0b7d4ee31,69,N,1,B,367,M_ID_c4c5a51936,2,-0.74390249,2018-04-10 17:08:32,1.0,9,16
Y,C_ID_c0b7d4ee31,19,N,1,B,437,M_ID_d07daa6e8e,2,-0.6883044,2018-04-08 15:16:41,1.0,9,15
Y,C_ID_c0b7d4ee31,69,N,1,B,307,M_ID_8e5e172c5a,1,-0.71685477,2018-03-30 23:14:59,1.0,9,19
Y,C_ID_c0b7d4ee31,69,N,1,B,307,M_ID_fcca92f713,1,-0.59664268,2018-03-29 18:22:53,1.0,9,19
Y,C_ID_c0b7d4ee31,-1,Y,1,B,839,M_ID_e5374dabc0,1,-0.74089719,2018-03-05 18:03:01,,-1,29
Y,C_ID_1cf147c857,69,N,0,A,761,M_ID_552a4a1038,2,-0.73563791,2018-04-04 11:22:01,1.0,9,26
Y,C_ID_1cf147c857,69,N,0,A,80,M_ID_bb134eb42b,2,-0.63871691,2018-04-14 01:22:46,1.0,9,37
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_1c4f8abc00,1,-0.64603482,2018-03-23 16:24:41,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,80,M_ID_958a21c1fd,1,-0.73789189,2018-03-28 16:45:30,1.0,9,37
Y,C_ID_1cf147c857,69,N,0,A,683,M_ID_e330f11aff,2,-0.7236167,2018-04-14 01:31:52,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,278,M_ID_8313e51607,1,-0.73608871,2018-03-14 22:24:35,1.0,9,37
Y,C_ID_1cf147c857,19,N,0,A,560,M_ID_a413e621bf,1,-0.73338393,2018-03-16 21:01:42,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,307,M_ID_97f4e61e0a,2,-0.72436803,2018-04-28 04:27:57,1.0,9,19
Y,C_ID_1cf147c857,69,N,0,A,630,M_ID_1a0284f5ef,1,-0.73263261,2018-03-04 05:02:24,1.0,9,36
Y,C_ID_1cf147c857,69,N,0,A,506,M_ID_af7cee5025,1,-0.70859019,2018-03-07 18:16:32,1.0,9,30
Y,C_ID_1cf147c857,69,N,0,A,414,M_ID_bbe5b61dc6,2,-0.62684597,2018-04-18 18:03:03,1.0,9,29
Y,C_ID_1cf147c857,69,N,0,A,367,M_ID_8f7b4791e1,2,-0.707914,2018-04-08 16:27:19,1.0,9,16
Y,C_ID_1cf147c857,69,N,0,A,763,M_ID_36cf6dcd14,1,-0.71384947,2018-03-19 22:47:04,1.0,9,36
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_6d86d5e52a,1,-0.69551712,2018-03-09 06:27:35,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_31dfc95834,1,-0.69916857,2018-03-03 07:04:12,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_911b727a7f,1,-0.71469095,2018-03-08 23:39:46,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,278,M_ID_a606c3a162,2,-0.72887598,2018-04-01 05:29:02,1.0,9,37
Y,C_ID_1cf147c857,69,N,0,A,703,M_ID_590de22715,2,-0.71399973,2018-04-09 13:38:49,1.0,9,29
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_940fb4498f,1,-0.70783886,2018-03-01 23:20:54,1.0,9,34
Y,C_ID_1cf147c857,69,N,0,A,419,M_ID_2a86824c3d,2,-0.70487864,2018-04-18 17:19:14,1.0,9,1
Y,C_ID_1cf147c857,69,N,0,A,560,M_ID_c6011ded49,1,-0.71565265,2018-03-30 18:13:41,1.0,9,34
Y,C_ID_1cf147c857,276,N,0,A,307,M_ID_f280ecff41,2,-0.7087104,2018-04-12 23:02:52,1.0,9,19
Y,C_ID_1cf147c857,69,N,0,A,80,M_ID_711f32af86,1,-0.73638924,2018-03-23 08:55:49,1.0,9,37
Y,C_ID_1cf147c857,69,N,0,A,451,M_ID_66ae124843,1,-0.72001034,2018-03-12 00:48:25,1.0,9,7
Y,C_ID_2016df8afc,69,N,1,B,278,M_ID_98226f2ff4,2,-0.55682242,2018-04-28 20:06:02,1.0,9,37
Y,C_ID_2016df8afc,69,N,1,B,357,M_ID_bd655641aa,1,-0.58912942,2018-03-17 15:52:02,1.0,9,27
Y,C_ID_2016df8afc,69,N,1,B,705,M_ID_aebbe32c0d,1,-0.6485743,2018-03-15 19:07:05,1.0,9,33
Y,C_ID_2016df8afc,69,N,1,B,884,M_ID_12637a44e9,1,-0.61181945,2018-03-10 17:52:53,1.0,9,27
Y,C_ID_2016df8afc,69,N,1,B,68,M_ID_98ef298e32,1,-0.71880822,2018-03-03 10:38:06,1.0,9,27
Y,C_ID_2016df8afc,69,N,1,B,690,M_ID_6743793bd6,1,-0.67943876,2018-03-03 08:00:11,1.0,9,1
Y,C_ID_2016df8afc,69,N,1,B,454,,1,-0.694315,2018-03-30 16:58:02,1.0,9,39
Y,C_ID_a1858af4df,244,N,0,A,387,M_ID_166881ab3f,2,-0.73789189,2018-04-26 05:46:26,3.0,2,36
Y,C_ID_a1858af4df,69,N,0,A,454,M_ID_800c9d11e3,2,-0.73939454,2018-04-02 06:48:49,1.0,9,39
Y,C_ID_a1858af4df,69,N,0,A,419,M_ID_7064a8aa68,2,-0.60463678,2018-04-27 17:56:15,1.0,9,1
Y,C_ID_a1858af4df,69,N,0,A,80,M_ID_954bb285e8,1,-0.74089719,2018-03-02 12:01:12,1.0,9,37
Y,C_ID_a1858af4df,96,N,0,A,367,M_ID_f5ee692752,2,-0.71421011,2018-04-21 12:49:09,1.0,9,16
Y,C_ID_a1858af4df,69,N,0,A,763,M_ID_1df4c6f47a,1,-0.73939454,2018-03-03 12:28:33,1.0,9,36
Y,C_ID_a1858af4df,69,N,0,A,607,M_ID_c19af59534,2,-0.71084417,2018-04-14 16:20:13,1.0,9,29
Y,C_ID_b7bf5ec2f3,131,N,0,A,45,M_ID_e187867f2b,2,-0.17590035,2018-04-06 12:30:22,1.0,9,18
Y,C_ID_b7bf5ec2f3,131,N,0,A,108,M_ID_6a85ba0ac2,1,-0.6338934,2018-03-10 16:28:07,1.0,9,34
Y,C_ID_b7bf5ec2f3,131,N,0,A,506,M_ID_7e5d87ed89,2,-0.71989013,2018-04-05 15:35:27,1.0,9,30
Y,C_ID_d1c7861b6f,69,N,1,B,278,M_ID_f25a74a715,2,-0.6689202,2018-04-08 19:18:59,1.0,9,37
Y,C_ID_d1c7861b6f,-1,Y,1,B,561,M_ID_4d3d928d6f,2,-0.56418541,2018-04-28 12:56:46,,-1,7
Y,C_ID_d1c7861b6f,69,N,1,B,307,M_ID_31d34c3500,1,-0.67177524,2018-03-22 17:13:04,1.0,9,19
Y,C_ID_d1c7861b6f,-1,Y,1,B,879,M_ID_9139332ccc,2,0.26676566,2018-04-30 22:47:53,,-1,29
Y,C_ID_d1c7861b6f,69,N,1,B,307,M_ID_695f410b94,2,-0.54822726,2018-04-06 17:01:01,1.0,9,19
Y,C_ID_d1c7861b6f,19,N,1,B,683,M_ID_7c5e93af2f,1,-0.72013055,2018-03-17 10:26:11,1.0,9,34
Y,C_ID_d1c7861b6f,69,N,1,B,80,M_ID_eced0f8a81,2,-0.7305289,2018-04-07 12:30:27,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,1,B,387,M_ID_e27d4bbe57,2,-0.71505159,2018-04-05 13:42:51,1.0,9,36
Y,C_ID_d1c7861b6f,-1,Y,1,B,302,M_ID_b9f9332438,2,-0.63691373,2018-04-21 23:22:52,,-1,22
Y,C_ID_d1c7861b6f,69,N,1,B,705,M_ID_aebbe32c0d,1,-0.653503,2018-03-24 14:48:56,1.0,9,33
Y,C_ID_d1c7861b6f,25,N,1,B,491,M_ID_0077bb3ebc,1,-0.65674872,2018-03-04 09:06:52,3.0,7,3
Y,C_ID_d1c7861b6f,69,N,1,B,80,M_ID_6b1f924fc5,1,-0.64217301,2018-03-04 15:48:59,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,1,B,317,M_ID_bf51bac180,2,-0.1157943,2018-04-12 21:55:26,1.0,9,25
Y,C_ID_d1c7861b6f,25,N,1,B,278,M_ID_a6899a1874,1,-0.69747057,2018-03-04 09:18:18,3.0,7,37
Y,C_ID_d1c7861b6f,19,N,1,B,80,M_ID_0f07fabb54,2,-0.58218717,2018-04-01 14:55:41,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,1,B,278,M_ID_afd8e70e79,1,-0.53653663,2018-03-16 10:50:38,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,1,B,34,M_ID_f101a53038,1,-0.72286538,2018-03-24 12:51:29,1.0,9,38
Y,C_ID_d1c7861b6f,140,N,1,B,307,M_ID_7e60884072,2,-0.57557551,2018-04-01 13:11:09,1.0,9,19
Y,C_ID_d1c7861b6f,19,N,1,B,87,M_ID_d2a2b3017d,1,-0.73939454,2018-03-17 10:29:27,1.0,9,27
Y,C_ID_d1c7861b6f,213,N,1,B,491,M_ID_7e933c71a9,1,-0.65674872,2018-03-01 05:25:01,1.0,9,3
Y,C_ID_d1c7861b6f,69,N,1,B,307,M_ID_4ad81657fc,2,-0.67177524,2018-04-20 18:35:52,1.0,9,19
Y,C_ID_d1c7861b6f,69,N,1,B,437,M_ID_15e6485b33,2,0.4791053,2018-04-14 20:02:58,1.0,9,15
Y,C_ID_d1c7861b6f,69,N,1,B,278,M_ID_1fcc79dacb,2,-0.18487117,2018-04-13 13:29:50,1.0,9,37
Y,C_ID_d1c7861b6f,213,N,1,B,80,M_ID_fbf77966f9,1,-0.7236167,2018-03-01 08:34:06,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,1,B,367,M_ID_fb79535a86,2,-0.69912349,2018-04-17 21:04:38,1.0,9,16
Y,C_ID_d1c7861b6f,69,N,1,B,307,M_ID_67ae22f177,2,-0.57554545,2018-04-14 20:44:04,1.0,9,19
Y,C_ID_d1c7861b6f,69,N,1,B,683,M_ID_49a6819b81,1,-0.6923315,2018-03-25 14:13:11,1.0,9,34
Y,C_ID_d1c7861b6f,69,N,1,B,80,M_ID_b9959964c8,2,-0.63270631,2018-04-14 14:55:20,1.0,9,37
Y,C_ID_d1c7861b6f,19,N,1,B,80,M_ID_98b342c0e3,1,-0.65073812,2018-03-17 10:00:49,1.0,9,37
Y,C_ID_d1c7861b6f,69,N,-1,,884,M_ID_6a0e5275bb,1,-0.13292452,2018-03-20 18:19:01,1.0,9,27
Y,C_ID_d1c7861b6f,140,N,1,B,818,M_ID_fab0a91834,2,-0.61317184,2018-04-01 13:00:38,1.0,9,12
Y,C_ID_d1c7861b6f,140,N,1,B,705,M_ID_5c230e1036,2,-0.73496172,2018-04-01 10:08:19,1.0,9,33
Y,C_ID_d1c7861b6f,25,N,1,B,829,M_ID_e7ad8cd683,1,-0.64322486,2018-03-04 12:13:04,3.0,7,1
Y,C_ID_d1c7861b6f,25,N,1,B,884,M_ID_0a1b9f3e40,1,-0.52196091,2018-03-02 19:58:10,3.0,7,27
Y,C_ID_d1c7861b6f,25,N,1,B,705,M_ID_d5d1bf246c,1,-0.35262715,2018-03-01 16:52:24,3.0,7,33
Y,C_ID_d1c7861b6f,69,N,1,B,278,M_ID_fac6b89d39,2,-0.71970981,2018-04-12 23:04:08,1.0,9,37
Y,C_ID_d1c7861b6f,25,N,1,B,278,M_ID_f6b9ba91ed,1,-0.65443464,2018-03-01 11:05:00,3.0,7,37
Y,C_ID_d1c7861b6f,69,N,1,B,437,M_ID_18f861145d,2,-0.54460587,2018-04-27 18:58:26,1.0,9,15
Y,C_ID_d1c7861b6f,69,N,1,B,557,M_ID_2073148bed,2,-0.59709347,2018-04-21 18:57:44,1.0,9,29
Y,C_ID_d1c7861b6f,69,N,1,B,80,M_ID_edf2315456,2,-0.69979968,2018-04-04 16:22:00,1.0,9,37
